Zip File, Date, Symbol, Volume
cnsfails200908a.txt, 20090810, GME, 16650
cnsfails200908a.txt, 20090811, GME, 170
cnsfails200908a.txt, 20090812, GME, 800
cnsfails200908a.txt, 20090814, GME, 44543
cnsfails200908a.txt, 20090803, XRT, 215049
cnsfails200908a.txt, 20090804, XRT, 752
cnsfails200908a.txt, 20090805, XRT, 511
cnsfails200908a.txt, 20090806, XRT, 563817
cnsfails200908a.txt, 20090807, XRT, 1881
cnsfails200908a.txt, 20090810, XRT, 79241
cnsfails200908a.txt, 20090811, XRT, 515649
cnsfails200908a.txt, 20090812, XRT, 242037
cnsfails200908a.txt, 20090813, XRT, 323
cnsfails200908a.txt, 20090814, XRT, 19149
cnsfails200908b.txt, 20090817, GME, 189
cnsfails200908b.txt, 20090818, GME, 100
cnsfails200908b.txt, 20090819, GME, 100
cnsfails200908b.txt, 20090820, GME, 405
cnsfails200908b.txt, 20090821, GME, 19094
cnsfails200908b.txt, 20090824, GME, 47
cnsfails200908b.txt, 20090825, GME, 21158
cnsfails200908b.txt, 20090826, GME, 137102
cnsfails200908b.txt, 20090827, GME, 55675
cnsfails200908b.txt, 20090828, GME, 1978
cnsfails200908b.txt, 20090831, GME, 321
cnsfails200908b.txt, 20090817, XRT, 1044
cnsfails200908b.txt, 20090818, XRT, 712084
cnsfails200908b.txt, 20090819, XRT, 1151498
cnsfails200908b.txt, 20090820, XRT, 8982
cnsfails200908b.txt, 20090821, XRT, 145830
cnsfails200908b.txt, 20090824, XRT, 1224781
cnsfails200908b.txt, 20090825, XRT, 2184438
cnsfails200908b.txt, 20090826, XRT, 137312
cnsfails200908b.txt, 20090827, XRT, 3045
cnsfails200908b.txt, 20090828, XRT, 11231
cnsfails200908b.txt, 20090831, XRT, 567390
cnsfails200909a.txt, 20090902, GME, 955
cnsfails200909a.txt, 20090903, GME, 114
cnsfails200909a.txt, 20090904, GME, 95
cnsfails200909a.txt, 20090908, GME, 378
cnsfails200909a.txt, 20090909, GME, 1667
cnsfails200909a.txt, 20090911, GME, 449
cnsfails200909a.txt, 20090914, GME, 2506
cnsfails200909a.txt, 20090901, XRT, 1860
cnsfails200909a.txt, 20090902, XRT, 33258
cnsfails200909a.txt, 20090903, XRT, 387559
cnsfails200909a.txt, 20090904, XRT, 368433
cnsfails200909a.txt, 20090908, XRT, 22367
cnsfails200909a.txt, 20090909, XRT, 10200
cnsfails200909a.txt, 20090910, XRT, 3038
cnsfails200909a.txt, 20090911, XRT, 416
cnsfails200909a.txt, 20090914, XRT, 3056
cnsfails200909b.txt, 20090915, GME, 616
cnsfails200909b.txt, 20090916, GME, 110
cnsfails200909b.txt, 20090917, GME, 922
cnsfails200909b.txt, 20090918, GME, 3846
cnsfails200909b.txt, 20090922, GME, 543
cnsfails200909b.txt, 20090923, GME, 30
cnsfails200909b.txt, 20090924, GME, 1250
cnsfails200909b.txt, 20090925, GME, 106
cnsfails200909b.txt, 20090928, GME, 25
cnsfails200909b.txt, 20090929, GME, 32800
cnsfails200909b.txt, 20090916, XRT, 237
cnsfails200909b.txt, 20090917, XRT, 37
cnsfails200909b.txt, 20090918, XRT, 220
cnsfails200909b.txt, 20090921, XRT, 54861
cnsfails200909b.txt, 20090922, XRT, 4533846
cnsfails200909b.txt, 20090923, XRT, 4048392
cnsfails200909b.txt, 20090924, XRT, 7090803
cnsfails200909b.txt, 20090925, XRT, 1413676
cnsfails200909b.txt, 20090928, XRT, 1542786
cnsfails200909b.txt, 20090929, XRT, 372022
cnsfails200909b.txt, 20090930, XRT, 609049
cnsfails200910a.txt, 20091005, GME, 136
cnsfails200910a.txt, 20091013, GME, 942
cnsfails200910a.txt, 20091014, GME, 1363
cnsfails200910a.txt, 20091001, XRT, 36
cnsfails200910a.txt, 20091002, XRT, 412
cnsfails200910a.txt, 20091005, XRT, 50650
cnsfails200910a.txt, 20091006, XRT, 1923055
cnsfails200910a.txt, 20091007, XRT, 1668425
cnsfails200910a.txt, 20091008, XRT, 936080
cnsfails200910a.txt, 20091009, XRT, 30256
cnsfails200910a.txt, 20091013, XRT, 80721
cnsfails200910a.txt, 20091014, XRT, 49850
cnsfails200910b.txt, 20091016, GME, 404
cnsfails200910b.txt, 20091020, GME, 1011
cnsfails200910b.txt, 20091021, GME, 506
cnsfails200910b.txt, 20091022, GME, 505
cnsfails200910b.txt, 20091023, GME, 841
cnsfails200910b.txt, 20091026, GME, 31476
cnsfails200910b.txt, 20091027, GME, 35
cnsfails200910b.txt, 20091028, GME, 512
cnsfails200910b.txt, 20091030, GME, 851
cnsfails200910b.txt, 20091016, XRT, 18242
cnsfails200910b.txt, 20091019, XRT, 901
cnsfails200910b.txt, 20091020, XRT, 5787
cnsfails200910b.txt, 20091021, XRT, 8772
cnsfails200910b.txt, 20091022, XRT, 63511
cnsfails200910b.txt, 20091023, XRT, 7245
cnsfails200910b.txt, 20091026, XRT, 1499
cnsfails200910b.txt, 20091027, XRT, 443195
cnsfails200910b.txt, 20091028, XRT, 370
cnsfails200910b.txt, 20091029, XRT, 41048
cnsfails200910b.txt, 20091030, XRT, 175
cnsfails200911a.txt, 20091102, GME, 459
cnsfails200911a.txt, 20091103, GME, 50
cnsfails200911a.txt, 20091104, GME, 1307
cnsfails200911a.txt, 20091105, GME, 197
cnsfails200911a.txt, 20091106, GME, 23492
cnsfails200911a.txt, 20091109, GME, 620
cnsfails200911a.txt, 20091110, GME, 267
cnsfails200911a.txt, 20091112, GME, 203
cnsfails200911a.txt, 20091113, GME, 43671
cnsfails200911a.txt, 20091102, XRT, 1369640
cnsfails200911a.txt, 20091103, XRT, 1770747
cnsfails200911a.txt, 20091104, XRT, 1279995
cnsfails200911a.txt, 20091105, XRT, 1283395
cnsfails200911a.txt, 20091106, XRT, 288
cnsfails200911a.txt, 20091109, XRT, 16
cnsfails200911a.txt, 20091110, XRT, 30542
cnsfails200911a.txt, 20091112, XRT, 16355
cnsfails200911a.txt, 20091113, XRT, 810
cnsfails200911b.txt, 20091116, GME, 116208
cnsfails200911b.txt, 20091117, GME, 17422
cnsfails200911b.txt, 20091118, GME, 1750
cnsfails200911b.txt, 20091119, GME, 788
cnsfails200911b.txt, 20091120, GME, 267
cnsfails200911b.txt, 20091123, GME, 20
cnsfails200911b.txt, 20091124, GME, 336
cnsfails200911b.txt, 20091130, GME, 9523
cnsfails200911b.txt, 20091116, XRT, 82
cnsfails200911b.txt, 20091117, XRT, 16465
cnsfails200911b.txt, 20091118, XRT, 1657140
cnsfails200911b.txt, 20091119, XRT, 183524
cnsfails200911b.txt, 20091120, XRT, 2797699
cnsfails200911b.txt, 20091123, XRT, 917482
cnsfails200911b.txt, 20091124, XRT, 1384784
cnsfails200911b.txt, 20091125, XRT, 14446
cnsfails200911b.txt, 20091127, XRT, 1957829
cnsfails200911b.txt, 20091130, XRT, 441726
cnsfails200912a.txt, 20091201, GME, 1662
cnsfails200912a.txt, 20091202, GME, 12958
cnsfails200912a.txt, 20091203, GME, 1549
cnsfails200912a.txt, 20091204, GME, 9532
cnsfails200912a.txt, 20091207, GME, 899
cnsfails200912a.txt, 20091209, GME, 151
cnsfails200912a.txt, 20091210, GME, 6317
cnsfails200912a.txt, 20091211, GME, 1326
cnsfails200912a.txt, 20091201, XRT, 748085
cnsfails200912a.txt, 20091202, XRT, 7895
cnsfails200912a.txt, 20091203, XRT, 3519881
cnsfails200912a.txt, 20091204, XRT, 175474
cnsfails200912a.txt, 20091207, XRT, 5848
cnsfails200912a.txt, 20091208, XRT, 32421
cnsfails200912a.txt, 20091209, XRT, 10040
cnsfails200912a.txt, 20091210, XRT, 9500
cnsfails200912a.txt, 20091211, XRT, 35282
cnsfails200912a.txt, 20091214, XRT, 53585
cnsfails200912b.txt, 20091215, GME, 1631
cnsfails200912b.txt, 20091216, GME, 75189
cnsfails200912b.txt, 20091217, GME, 41833
cnsfails200912b.txt, 20091218, GME, 10570
cnsfails200912b.txt, 20091222, GME, 1247
cnsfails200912b.txt, 20091223, GME, 4526
cnsfails200912b.txt, 20091224, GME, 81605
cnsfails200912b.txt, 20091229, GME, 1455
cnsfails200912b.txt, 20091230, GME, 114
cnsfails200912b.txt, 20091231, GME, 423
cnsfails200912b.txt, 20091215, XRT, 20119
cnsfails200912b.txt, 20091216, XRT, 63913
cnsfails200912b.txt, 20091217, XRT, 7196
cnsfails200912b.txt, 20091218, XRT, 12251
cnsfails200912b.txt, 20091221, XRT, 798
cnsfails200912b.txt, 20091222, XRT, 10686045
cnsfails200912b.txt, 20091223, XRT, 10908428
cnsfails200912b.txt, 20091224, XRT, 25901
cnsfails200912b.txt, 20091228, XRT, 720
cnsfails200912b.txt, 20091229, XRT, 15629
cnsfails200912b.txt, 20091230, XRT, 17491
cnsfails200912b.txt, 20091231, XRT, 118338
cnsfails201001a.txt, 20100104, GME, 500
cnsfails201001a.txt, 20100105, GME, 182
cnsfails201001a.txt, 20100106, GME, 6073
cnsfails201001a.txt, 20100107, GME, 7612
cnsfails201001a.txt, 20100108, GME, 300
cnsfails201001a.txt, 20100111, GME, 96609
cnsfails201001a.txt, 20100112, GME, 91892
cnsfails201001a.txt, 20100113, GME, 208880
cnsfails201001a.txt, 20100114, GME, 56356
cnsfails201001a.txt, 20100104, XRT, 213
cnsfails201001a.txt, 20100105, XRT, 4813
cnsfails201001a.txt, 20100106, XRT, 9607
cnsfails201001a.txt, 20100107, XRT, 455
cnsfails201001a.txt, 20100108, XRT, 1356523
cnsfails201001a.txt, 20100111, XRT, 1817068
cnsfails201001a.txt, 20100112, XRT, 1206405
cnsfails201001b.txt, 20100115, GME, 3025
cnsfails201001b.txt, 20100119, GME, 874
cnsfails201001b.txt, 20100120, GME, 121
cnsfails201001b.txt, 20100121, GME, 43797
cnsfails201001b.txt, 20100122, GME, 6931
cnsfails201001b.txt, 20100126, GME, 480
cnsfails201001b.txt, 20100127, GME, 1012
cnsfails201001b.txt, 20100128, GME, 17012
cnsfails201001b.txt, 20100129, GME, 164873
cnsfails201001b.txt, 20100115, XRT, 58927
cnsfails201001b.txt, 20100119, XRT, 41686
cnsfails201001b.txt, 20100120, XRT, 1552
cnsfails201001b.txt, 20100121, XRT, 433899
cnsfails201001b.txt, 20100122, XRT, 190048
cnsfails201001b.txt, 20100125, XRT, 179605
cnsfails201001b.txt, 20100126, XRT, 144719
cnsfails201001b.txt, 20100127, XRT, 104271
cnsfails201001b.txt, 20100128, XRT, 3884
cnsfails201001b.txt, 20100129, XRT, 28151
cnsfails201002a.txt, 20100201, GME, 117
cnsfails201002a.txt, 20100202, GME, 4589
cnsfails201002a.txt, 20100203, GME, 5779
cnsfails201002a.txt, 20100204, GME, 224
cnsfails201002a.txt, 20100205, GME, 190
cnsfails201002a.txt, 20100208, GME, 180
cnsfails201002a.txt, 20100209, GME, 26399
cnsfails201002a.txt, 20100210, GME, 1051
cnsfails201002a.txt, 20100211, GME, 2811
cnsfails201002a.txt, 20100212, GME, 106679
cnsfails201002a.txt, 20100201, XRT, 2860
cnsfails201002a.txt, 20100202, XRT, 682520
cnsfails201002a.txt, 20100203, XRT, 368533
cnsfails201002a.txt, 20100204, XRT, 380164
cnsfails201002a.txt, 20100205, XRT, 15672
cnsfails201002a.txt, 20100208, XRT, 560
cnsfails201002a.txt, 20100209, XRT, 13821
cnsfails201002a.txt, 20100210, XRT, 21470
cnsfails201002a.txt, 20100211, XRT, 1121
cnsfails201002a.txt, 20100212, XRT, 51251
cnsfails201002b.txt, 20100216, GME, 18905
cnsfails201002b.txt, 20100217, GME, 34449
cnsfails201002b.txt, 20100218, GME, 17939
cnsfails201002b.txt, 20100219, GME, 17352
cnsfails201002b.txt, 20100222, GME, 24671
cnsfails201002b.txt, 20100223, GME, 15591
cnsfails201002b.txt, 20100224, GME, 123085
cnsfails201002b.txt, 20100225, GME, 128752
cnsfails201002b.txt, 20100226, GME, 854
cnsfails201002b.txt, 20100216, XRT, 6758
cnsfails201002b.txt, 20100217, XRT, 10075
cnsfails201002b.txt, 20100218, XRT, 4353
cnsfails201002b.txt, 20100219, XRT, 1244
cnsfails201002b.txt, 20100222, XRT, 1285476
cnsfails201002b.txt, 20100223, XRT, 253104
cnsfails201002b.txt, 20100224, XRT, 171013
cnsfails201002b.txt, 20100225, XRT, 10803
cnsfails201002b.txt, 20100226, XRT, 805962
cnsfails201003a.txt, 20100301, GME, 232
cnsfails201003a.txt, 20100302, GME, 257
cnsfails201003a.txt, 20100303, GME, 2300
cnsfails201003a.txt, 20100304, GME, 3567
cnsfails201003a.txt, 20100305, GME, 4332
cnsfails201003a.txt, 20100308, GME, 2300
cnsfails201003a.txt, 20100309, GME, 58859
cnsfails201003a.txt, 20100310, GME, 2300
cnsfails201003a.txt, 20100311, GME, 5949
cnsfails201003a.txt, 20100312, GME, 190
cnsfails201003a.txt, 20100301, XRT, 116221
cnsfails201003a.txt, 20100302, XRT, 2341
cnsfails201003a.txt, 20100303, XRT, 20978
cnsfails201003a.txt, 20100304, XRT, 55045
cnsfails201003a.txt, 20100305, XRT, 6232
cnsfails201003a.txt, 20100308, XRT, 5125
cnsfails201003a.txt, 20100309, XRT, 3353
cnsfails201003a.txt, 20100310, XRT, 251
cnsfails201003a.txt, 20100311, XRT, 6380
cnsfails201003a.txt, 20100312, XRT, 1314826
cnsfails201003b.txt, 20100315, GME, 3170
cnsfails201003b.txt, 20100316, GME, 881
cnsfails201003b.txt, 20100317, GME, 1576
cnsfails201003b.txt, 20100318, GME, 782
cnsfails201003b.txt, 20100319, GME, 21318
cnsfails201003b.txt, 20100322, GME, 23627
cnsfails201003b.txt, 20100323, GME, 5269
cnsfails201003b.txt, 20100324, GME, 36536
cnsfails201003b.txt, 20100325, GME, 4954
cnsfails201003b.txt, 20100326, GME, 2461
cnsfails201003b.txt, 20100329, GME, 4579
cnsfails201003b.txt, 20100330, GME, 1445
cnsfails201003b.txt, 20100331, GME, 74354
cnsfails201003b.txt, 20100315, XRT, 2478086
cnsfails201003b.txt, 20100316, XRT, 1997933
cnsfails201003b.txt, 20100317, XRT, 1298007
cnsfails201003b.txt, 20100318, XRT, 726920
cnsfails201003b.txt, 20100319, XRT, 901123
cnsfails201003b.txt, 20100322, XRT, 25507
cnsfails201003b.txt, 20100323, XRT, 158866
cnsfails201003b.txt, 20100324, XRT, 20681
cnsfails201003b.txt, 20100325, XRT, 47062
cnsfails201003b.txt, 20100326, XRT, 24703
cnsfails201003b.txt, 20100329, XRT, 1484
cnsfails201003b.txt, 20100331, XRT, 177030
cnsfails201004a.txt, 20100401, GME, 5595
cnsfails201004a.txt, 20100405, GME, 2831
cnsfails201004a.txt, 20100407, GME, 129
cnsfails201004a.txt, 20100409, GME, 2243
cnsfails201004a.txt, 20100412, GME, 687
cnsfails201004a.txt, 20100413, GME, 188
cnsfails201004a.txt, 20100414, GME, 53864
cnsfails201004a.txt, 20100401, XRT, 3493
cnsfails201004a.txt, 20100405, XRT, 1404
cnsfails201004a.txt, 20100406, XRT, 402
cnsfails201004a.txt, 20100407, XRT, 1098
cnsfails201004a.txt, 20100408, XRT, 19398
cnsfails201004a.txt, 20100409, XRT, 105058
cnsfails201004a.txt, 20100412, XRT, 2356779
cnsfails201004a.txt, 20100413, XRT, 838449
cnsfails201004a.txt, 20100414, XRT, 1117942
cnsfails201004b.txt, 20100415, GME, 2916
cnsfails201004b.txt, 20100416, GME, 12330
cnsfails201004b.txt, 20100419, GME, 38774
cnsfails201004b.txt, 20100420, GME, 19990
cnsfails201004b.txt, 20100421, GME, 110400
cnsfails201004b.txt, 20100422, GME, 112912
cnsfails201004b.txt, 20100423, GME, 126532
cnsfails201004b.txt, 20100426, GME, 470
cnsfails201004b.txt, 20100427, GME, 1561
cnsfails201004b.txt, 20100428, GME, 120
cnsfails201004b.txt, 20100429, GME, 12546
cnsfails201004b.txt, 20100430, GME, 993
cnsfails201004b.txt, 20100415, XRT, 6276
cnsfails201004b.txt, 20100416, XRT, 133026
cnsfails201004b.txt, 20100419, XRT, 43804
cnsfails201004b.txt, 20100420, XRT, 883
cnsfails201004b.txt, 20100421, XRT, 2415
cnsfails201004b.txt, 20100422, XRT, 906
cnsfails201004b.txt, 20100423, XRT, 407331
cnsfails201004b.txt, 20100426, XRT, 6286
cnsfails201004b.txt, 20100427, XRT, 1892
cnsfails201004b.txt, 20100428, XRT, 2042
cnsfails201004b.txt, 20100429, XRT, 3054
cnsfails201005a.txt, 20100503, GME, 456
cnsfails201005a.txt, 20100505, GME, 186
cnsfails201005a.txt, 20100506, GME, 16991
cnsfails201005a.txt, 20100507, GME, 15426
cnsfails201005a.txt, 20100510, GME, 393072
cnsfails201005a.txt, 20100511, GME, 25358
cnsfails201005a.txt, 20100512, GME, 10169
cnsfails201005a.txt, 20100513, GME, 10463
cnsfails201005a.txt, 20100514, GME, 8376
cnsfails201005a.txt, 20100503, XRT, 30000
cnsfails201005a.txt, 20100504, XRT, 1434
cnsfails201005a.txt, 20100505, XRT, 3559945
cnsfails201005a.txt, 20100506, XRT, 24617
cnsfails201005a.txt, 20100507, XRT, 15000
cnsfails201005a.txt, 20100510, XRT, 68056
cnsfails201005a.txt, 20100511, XRT, 27596
cnsfails201005a.txt, 20100512, XRT, 48991
cnsfails201005a.txt, 20100513, XRT, 35969
cnsfails201005a.txt, 20100514, XRT, 85356
cnsfails201005b.txt, 20100517, GME, 27894
cnsfails201005b.txt, 20100518, GME, 64831
cnsfails201005b.txt, 20100519, GME, 582
cnsfails201005b.txt, 20100520, GME, 1737
cnsfails201005b.txt, 20100521, GME, 4014
cnsfails201005b.txt, 20100524, GME, 6787
cnsfails201005b.txt, 20100525, GME, 126426
cnsfails201005b.txt, 20100526, GME, 284
cnsfails201005b.txt, 20100527, GME, 3589
cnsfails201005b.txt, 20100528, GME, 168
cnsfails201005b.txt, 20100517, XRT, 783
cnsfails201005b.txt, 20100518, XRT, 2840856
cnsfails201005b.txt, 20100519, XRT, 2217653
cnsfails201005b.txt, 20100520, XRT, 269659
cnsfails201005b.txt, 20100521, XRT, 2738
cnsfails201005b.txt, 20100524, XRT, 11255
cnsfails201005b.txt, 20100525, XRT, 264
cnsfails201005b.txt, 20100526, XRT, 860699
cnsfails201005b.txt, 20100527, XRT, 123
cnsfails201005b.txt, 20100528, XRT, 182041
cnsfails201006a.txt, 20100601, GME, 3808
cnsfails201006a.txt, 20100602, GME, 512
cnsfails201006a.txt, 20100603, GME, 309
cnsfails201006a.txt, 20100604, GME, 2420
cnsfails201006a.txt, 20100607, GME, 15167
cnsfails201006a.txt, 20100608, GME, 5707
cnsfails201006a.txt, 20100609, GME, 31675
cnsfails201006a.txt, 20100610, GME, 700
cnsfails201006a.txt, 20100611, GME, 15890
cnsfails201006a.txt, 20100614, GME, 5546
cnsfails201006a.txt, 20100601, XRT, 5386
cnsfails201006a.txt, 20100602, XRT, 614
cnsfails201006a.txt, 20100603, XRT, 10480
cnsfails201006a.txt, 20100607, XRT, 594437
cnsfails201006a.txt, 20100608, XRT, 51156
cnsfails201006a.txt, 20100609, XRT, 9138
cnsfails201006a.txt, 20100610, XRT, 899
cnsfails201006a.txt, 20100614, XRT, 128686
cnsfails201006b.txt, 20100615, GME, 1
cnsfails201006b.txt, 20100616, GME, 1144
cnsfails201006b.txt, 20100617, GME, 327646
cnsfails201006b.txt, 20100618, GME, 834
cnsfails201006b.txt, 20100621, GME, 100
cnsfails201006b.txt, 20100622, GME, 5064
cnsfails201006b.txt, 20100623, GME, 8965
cnsfails201006b.txt, 20100624, GME, 4295
cnsfails201006b.txt, 20100625, GME, 2105
cnsfails201006b.txt, 20100628, GME, 300
cnsfails201006b.txt, 20100629, GME, 26631
cnsfails201006b.txt, 20100630, GME, 1600
cnsfails201006b.txt, 20100616, XRT, 11697
cnsfails201006b.txt, 20100617, XRT, 249925
cnsfails201006b.txt, 20100618, XRT, 51649
cnsfails201006b.txt, 20100621, XRT, 13574
cnsfails201006b.txt, 20100622, XRT, 2202114
cnsfails201006b.txt, 20100623, XRT, 6561263
cnsfails201006b.txt, 20100624, XRT, 8319495
cnsfails201006b.txt, 20100625, XRT, 5739714
cnsfails201006b.txt, 20100628, XRT, 26308
cnsfails201006b.txt, 20100629, XRT, 123185
cnsfails201006b.txt, 20100630, XRT, 30591
cnsfails201007a.txt, 20100701, GME, 10783
cnsfails201007a.txt, 20100702, GME, 18889
cnsfails201007a.txt, 20100706, GME, 12825
cnsfails201007a.txt, 20100707, GME, 200404
cnsfails201007a.txt, 20100708, GME, 8081
cnsfails201007a.txt, 20100709, GME, 62
cnsfails201007a.txt, 20100712, GME, 3949
cnsfails201007a.txt, 20100701, XRT, 27007
cnsfails201007a.txt, 20100702, XRT, 163286
cnsfails201007a.txt, 20100706, XRT, 11130
cnsfails201007a.txt, 20100707, XRT, 67444
cnsfails201007a.txt, 20100708, XRT, 658362
cnsfails201007a.txt, 20100709, XRT, 695591
cnsfails201007a.txt, 20100712, XRT, 751
cnsfails201007a.txt, 20100714, XRT, 51377
cnsfails201007b.txt, 20100716, GME, 1980
cnsfails201007b.txt, 20100719, GME, 11345
cnsfails201007b.txt, 20100720, GME, 11361
cnsfails201007b.txt, 20100721, GME, 5984
cnsfails201007b.txt, 20100722, GME, 9060
cnsfails201007b.txt, 20100723, GME, 13165
cnsfails201007b.txt, 20100727, GME, 89680
cnsfails201007b.txt, 20100728, GME, 282
cnsfails201007b.txt, 20100729, GME, 10677
cnsfails201007b.txt, 20100730, GME, 13415
cnsfails201007b.txt, 20100715, XRT, 300
cnsfails201007b.txt, 20100716, XRT, 7148
cnsfails201007b.txt, 20100719, XRT, 17715
cnsfails201007b.txt, 20100720, XRT, 43282
cnsfails201007b.txt, 20100721, XRT, 1309603
cnsfails201007b.txt, 20100722, XRT, 8243
cnsfails201007b.txt, 20100723, XRT, 14268
cnsfails201007b.txt, 20100726, XRT, 10429
cnsfails201007b.txt, 20100727, XRT, 3343
cnsfails201007b.txt, 20100728, XRT, 60602
cnsfails201007b.txt, 20100729, XRT, 71962
cnsfails201007b.txt, 20100730, XRT, 8168
cnsfails201008a.txt, 20100802, GME, 7248
cnsfails201008a.txt, 20100803, GME, 21169
cnsfails201008a.txt, 20100804, GME, 9660
cnsfails201008a.txt, 20100805, GME, 2790
cnsfails201008a.txt, 20100806, GME, 26870
cnsfails201008a.txt, 20100809, GME, 7790
cnsfails201008a.txt, 20100811, GME, 83283
cnsfails201008a.txt, 20100812, GME, 1795
cnsfails201008a.txt, 20100813, GME, 353
cnsfails201008a.txt, 20100802, XRT, 2581221
cnsfails201008a.txt, 20100803, XRT, 16750
cnsfails201008a.txt, 20100804, XRT, 112671
cnsfails201008a.txt, 20100805, XRT, 44405
cnsfails201008a.txt, 20100806, XRT, 501733
cnsfails201008a.txt, 20100809, XRT, 1273347
cnsfails201008a.txt, 20100810, XRT, 3046871
cnsfails201008a.txt, 20100811, XRT, 1808373
cnsfails201008a.txt, 20100812, XRT, 31639
cnsfails201008a.txt, 20100813, XRT, 403435
cnsfails201008b.txt, 20100816, GME, 745
cnsfails201008b.txt, 20100817, GME, 13950
cnsfails201008b.txt, 20100818, GME, 9318
cnsfails201008b.txt, 20100819, GME, 4891
cnsfails201008b.txt, 20100820, GME, 49176
cnsfails201008b.txt, 20100823, GME, 39393
cnsfails201008b.txt, 20100824, GME, 57921
cnsfails201008b.txt, 20100825, GME, 294
cnsfails201008b.txt, 20100826, GME, 358354
cnsfails201008b.txt, 20100827, GME, 71797
cnsfails201008b.txt, 20100830, GME, 906
cnsfails201008b.txt, 20100831, GME, 33344
cnsfails201008b.txt, 20100816, XRT, 61487
cnsfails201008b.txt, 20100817, XRT, 176722
cnsfails201008b.txt, 20100818, XRT, 45791
cnsfails201008b.txt, 20100820, XRT, 359256
cnsfails201008b.txt, 20100823, XRT, 66475
cnsfails201008b.txt, 20100824, XRT, 2850
cnsfails201008b.txt, 20100825, XRT, 91017
cnsfails201008b.txt, 20100826, XRT, 700511
cnsfails201008b.txt, 20100827, XRT, 3829071
cnsfails201008b.txt, 20100830, XRT, 5540350
cnsfails201008b.txt, 20100831, XRT, 1765446
cnsfails201009a.txt, 20100901, GME, 6672
cnsfails201009a.txt, 20100902, GME, 12512
cnsfails201009a.txt, 20100903, GME, 11567
cnsfails201009a.txt, 20100908, GME, 9737
cnsfails201009a.txt, 20100909, GME, 421
cnsfails201009a.txt, 20100914, GME, 1365
cnsfails201009a.txt, 20100901, XRT, 40675
cnsfails201009a.txt, 20100902, XRT, 583334
cnsfails201009a.txt, 20100903, XRT, 55331
cnsfails201009a.txt, 20100907, XRT, 176542
cnsfails201009a.txt, 20100908, XRT, 65239
cnsfails201009a.txt, 20100909, XRT, 68396
cnsfails201009a.txt, 20100913, XRT, 5797
cnsfails201009a.txt, 20100914, XRT, 1457
cnsfails201009b.txt, 20100915, GME, 4133
cnsfails201009b.txt, 20100916, GME, 20398
cnsfails201009b.txt, 20100917, GME, 235125
cnsfails201009b.txt, 20100920, GME, 9857
cnsfails201009b.txt, 20100921, GME, 1162
cnsfails201009b.txt, 20100922, GME, 1157
cnsfails201009b.txt, 20100923, GME, 2486
cnsfails201009b.txt, 20100924, GME, 3102
cnsfails201009b.txt, 20100927, GME, 1701
cnsfails201009b.txt, 20100928, GME, 574
cnsfails201009b.txt, 20100915, XRT, 3886
cnsfails201009b.txt, 20100916, XRT, 53380
cnsfails201009b.txt, 20100917, XRT, 14017
cnsfails201009b.txt, 20100920, XRT, 207716
cnsfails201009b.txt, 20100921, XRT, 51868
cnsfails201009b.txt, 20100922, XRT, 12382
cnsfails201009b.txt, 20100923, XRT, 731728
